id,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc04g078630,10,4,0.6,0.6,1,2,0.9,3,2,1
Solyc04g078640,68,51,25,101,3,20,63,64,145,145
Solyc04g078650,33,8,9,6,2,1,0.8,0.3,,
Solyc04g078660,14,2,0.5,11,1,1,1,2,0.8,0.4
Solyc04g078670,4,1,2,2,3,4,8,7,3,7
Solyc04g078680,49,25,26,28,31,28,28,40,31,33
Solyc04g078690,19,35,45,11,10,6,4,3,4,1
Solyc04g078700,61,27,20,12,20,16,16,12,8,1
Solyc04g078710,2,0.2,,0.1,,,0.1,,,
Solyc04g078730,,,,1,0.5,0.7,0.6,,,
Solyc04g078740,24,8,3,6,0.1,0.1,,,,
Solyc04g078750,227,74,103,64,142,126,31,78,74,253
Solyc04g078760,42,26,33,48,28,32,36,27,34,40
Solyc04g078770,10,1,2,0.3,2,0.8,0.3,0.2,,
Solyc04g078780,13,4,6,6,12,11,16,12,4,5
Solyc04g078790,0.4,0.8,0.2,1,20,53,38,4,4,8
Solyc04g078800,2,0.2,1,0.4,2,5,2,0.2,,
Solyc04g078810,33,10,18,12,38,30,8,11,30,42
Solyc04g078820,52,24,34,40,48,57,59,70,50,78
Solyc04g078830,37,21,20,28,25,26,28,27,22,26
Solyc04g078840,31,12,13,27,9,23,39,15,13,14
Solyc04g078850,10,46,12,13,13,12,10,8,18,29
Solyc04g078860,30,0.8,0.4,0.4,2,3,3,2,0.8,1
Solyc04g078870,48,26,10,11,16,14,8,17,27,19
Solyc04g078880,14,16,0.6,0.7,12,8,18,21,46,14
Solyc04g078890,12,10,14,13,10,12,10,11,12,13
Solyc04g078900,,12,8,15,45,19,5,16,3,14
Solyc04g078910,0.6,46,18,24,19,19,23,11,9,7
Solyc04g078920,71,53,127,111,63,86,60,169,304,238
Solyc04g078930,8,0.7,0.6,0.5,0.3,0.5,0.3,0.2,0.2,
Solyc04g078940,15,2,5,3,11,5,2,0.5,0.3,0.1
Solyc04g078950,15,10,15,48,9,12,11,8,2,5
Solyc04g078970,12,7,10,22,6,10,7,6,2,4
Solyc04g078980,17,,0.1,0.4,1,2,1,0.5,,0.1
Solyc04g078990,34,0.4,0.5,0.1,0.2,0.3,0.1,,,
Solyc04g079000,18,28,21,22,32,27,27,24,31,57
Solyc04g079020,,,,,0.2,,,0.2,,
Solyc04g079030,17,0.4,0.3,0.2,0.1,0.2,,,,
Solyc04g079040,2,25,2,1,0.8,0.8,0.8,2,0.5,
Solyc04g079050,3,49,38,69,17,16,3,8,1,0.1
Solyc04g079060,6,27,23,26,36,52,54,57,58,5
Solyc04g079070,82,0.7,0.3,,2,3,9,1,0.2,
Solyc04g079080,4,3,0.9,0.9,,0.1,0.1,0.1,,
Solyc04g079090,31,18,37,72,19,27,41,25,23,22
Solyc04g079100,15,10,10,11,9,15,18,21,12,13
Solyc04g079110,9,3,2,8,0.5,3,1,2,4,2
Solyc04g079120,46,15,17,14,22,18,5,19,7,39
Solyc04g079130,9,1,4,1,8,0.9,0.5,,,
Solyc04g079140,17,6,15,32,6,4,6,9,17,7
Solyc04g079150,2,0.8,0.5,1,1,2,2,2,2,2
Solyc04g079160,22,6,9,11,14,16,9,13,13,10
Solyc04g079170,7,2,3,0.4,2,2,0.9,0.4,,0.1
Solyc04g079180,189,93,167,144,232,235,241,175,168,196
Solyc04g079190,39,10,5,5,5,9,4,11,11,11
Solyc04g079200,118,74,90,81,108,93,70,77,91,116
Solyc04g079210,,26,23,24,0.1,,,,,
Solyc04g079220,,29,23,17,,,,,,
Solyc04g079230,,22,14,17,,,,,,
Solyc04g079240,1,,,0.1,,,0.1,0.1,,
Solyc04g079250,,1,1,0.7,1,0.1,,0.6,,
Solyc04g079260,3,,0.1,0.2,,,,0.1,,
Solyc04g079270,82,24,37,47,67,101,104,82,72,80
Solyc04g079280,8,3,4,8,4,4,4,4,4,5
Solyc04g079290,7,10,7,6,16,13,10,9,5,8
Solyc04g079300,6,3,8,12,0.6,2,3,5,5,14
Solyc04g079310,66,43,40,25,125,82,38,42,11,9
Solyc04g079320,16,67,34,46,43,53,71,81,74,92
Solyc04g079330,,0.2,0.3,,0.1,0.1,,,,0.1
Solyc04g079340,12,30,15,8,12,12,8,17,5,4
Solyc04g079350,2,8,1,76,9,10,5,8,6,5
Solyc04g079360,18,4,28,40,35,13,6,15,2,2
Solyc04g079370,0.7,,0.5,0.1,0.3,0.1,0.1,,,
Solyc04g079380,43,22,38,27,59,38,33,43,22,35
Solyc04g079390,12,5,6,5,8,8,5,4,2,6
Solyc04g079400,13,7,4,7,3,3,2,9,2,5
Solyc04g079410,13,5,4,8,10,13,24,31,28,24
Solyc04g079420,32,14,11,30,7,17,24,42,52,61
Solyc04g079430,17,16,22,28,35,56,62,112,91,170
Solyc04g079440,52,13,14,22,23,41,47,57,46,43
Solyc04g079450,1,0.1,0.1,0.3,0.1,,0.1,0.4,0.2,1
Solyc04g079460,1,,0.1,0.1,,,,,,1
Solyc04g079470,36,0.4,0.5,1,0.5,1,0.7,10,1,8
Solyc04g079480,7,0.9,0.6,2,0.1,1,0.3,1,0.6,1
Solyc04g079490,2,,,,,,,,,
Solyc04g079500,0.6,,,,,,,,,
Solyc04g079510,0.8,,,,,,,,,
Solyc04g079520,330,1,2,4,0.8,0.7,2,1,0.1,
Solyc04g079530,7,,0.6,0.6,,,,0.1,1,6
Solyc04g079540,12,8,7,8,7,12,9,11,11,9
Solyc04g079550,126,60,44,55,57,94,63,101,74,121
Solyc04g079560,40,3,10,16,11,18,23,14,0.3,0.2
Solyc04g079570,6,2,3,5,3,2,2,2,0.7,0.6
Solyc04g079590,14,9,17,8,13,15,13,12,9,12
Solyc04g079600,1,0.1,3,5,5,2,3,0.1,0.2,0.2
Solyc04g079640,40,49,13,28,45,23,25,46,34,60
Solyc04g079660,33,0.6,2,0.4,,,0.1,0.1,0.5,0.2
Solyc04g079680,2,14,4,5,1,2,2,6,2,0.5
Solyc04g079690,3,4,3,1,5,5,3,3,0.3,0.4
Solyc04g079700,10,8,21,12,0.8,0.7,0.3,,,
Solyc04g079710,24,3,4,10,5,6,5,3,0.3,0.2
Solyc04g079720,104,40,55,67,59,49,109,93,34,17
Solyc04g079730,2,0.9,2,0.3,8,14,6,17,0.2,0.2
Solyc04g079740,4,7,7,5,12,10,4,4,3,14
Solyc04g079750,9,3,5,5,10,8,6,7,5,10
Solyc04g079760,5,8,3,3,11,8,1,19,6,8
Solyc04g079770,16,9,10,8,18,17,14,17,9,13
Solyc04g079780,0.6,0.4,14,38,0.2,0.1,0.3,0.4,,0.1
Solyc04g079790,12,161,47,53,116,120,66,50,81,160
Solyc04g079800,10,6,13,7,12,9,7,9,5,7
Solyc04g079810,6,5,9,4,7,9,7,7,3,4
Solyc04g079820,0.9,2,3,4,0.2,0.2,0.1,,,0.1
Solyc04g079830,38,64,2,6,1,3,2,5,3,1
Solyc04g079840,18,6,7,11,8,9,8,7,6,7
Solyc04g079850,2,1,0.6,1,1,2,2,2,1,2
Solyc04g079860,27,7,3,1,5,4,1,7,0.6,1
Solyc04g079870,0.1,,,0.1,,,,,,
Solyc04g079880,11,2,9,5,1,2,2,2,1,0.6
Solyc04g079890,6,8,59,14,2,0.8,0.5,0.2,0.2,
Solyc04g079900,36,23,19,18,25,37,98,64,22,11
Solyc04g079910,3,0.7,12,286,0.1,0.1,0.2,0.2,,0.1
Solyc04g079920,24,6,9,17,11,19,17,18,15,19
Solyc04g079930,21,10,71,20,39,20,23,17,8,7
Solyc04g079940,45,27,22,23,15,23,34,55,69,29
Solyc04g079950,4,3,4,3,2,1,2,2,1,2
Solyc04g079960,3,22,34,89,9,7,2,5,61,119
Solyc04g079970,924,539,648,923,412,653,1244,1982,2074,1059
Solyc04g079980,34,36,42,40,84,63,76,85,67,51
Solyc04g079990,4,4,8,1,6,4,5,5,0.5,0.3
Solyc04g080000,20,11,22,24,18,23,38,24,45,36
Solyc04g080010,50,24,9,14,9,16,12,11,4,1
Solyc04g080020,48,17,30,34,51,45,55,34,25,24
Solyc04g080030,19,14,10,15,19,15,7,5,2,2
Solyc04g080040,,6,7,105,2,7,2,2,0.1,0.1
Solyc04g080050,36,17,23,18,22,24,20,24,15,17
Solyc04g080060,11,5,6,8,9,16,25,20,17,20
Solyc04g080070,1,0.4,0.8,0.7,0.7,0.5,1,0.6,0.9,2
Solyc04g080080,49,15,18,17,25,31,20,34,23,21
Solyc04g080090,14,10,13,20,0.9,0.9,1,0.6,,0.1
Solyc04g080100,36,12,12,15,18,23,21,23,16,11
Solyc04g080110,,0.1,0.2,0.2,0.2,0.5,,,,
Solyc04g080120,1,0.8,0.3,0.5,0.9,1,2,2,3,3
Solyc04g080130,2,4,1,2,7,10,12,25,13,3
Solyc04g080140,17,6,9,8,11,15,20,28,22,35
Solyc04g080160,26,11,18,22,20,24,15,25,27,42
Solyc04g080170,7,2,10,6,3,4,9,13,4,3
Solyc04g080180,19,6,10,9,19,27,15,19,15,14
Solyc04g080190,66,36,26,26,52,67,53,40,40,41
Solyc04g080200,8,3,5,3,6,6,1,3,1,2
Solyc04g080210,0.4,,0.1,,0.1,,,,0.1,
Solyc04g080220,0.4,0.4,5,4,1,2,0.6,0.6,0.2,
Solyc04g080230,62,44,128,33,65,82,44,67,43,21
Solyc04g080240,39,10,11,19,19,36,55,46,47,55
Solyc04g080250,41,,0.3,0.2,0.3,0.3,0.3,0.3,10,56
Solyc04g080260,67,12,14,37,15,29,18,36,25,25
Solyc04g080270,6,0.9,0.8,0.2,0.3,0.5,0.3,0.1,,
Solyc04g080280,832,571,763,942,376,488,1095,753,847,1162
Solyc04g080290,84,65,103,170,208,134,96,67,24,5
Solyc04g080300,54,30,33,88,23,31,47,45,44,56
Solyc04g080310,22,23,5,12,16,23,13,13,12,21
Solyc04g080320,,,,,0.1,,,,,
Solyc04g080330,9,,,,,,,,,
Solyc04g080340,43,26,29,30,47,52,38,38,48,83
Solyc04g080350,12,9,13,10,16,13,13,16,12,16
Solyc04g080360,30,15,11,11,22,30,24,33,30,15
Solyc04g080370,38,22,22,50,11,16,18,25,21,33
Solyc04g080380,0.8,30,20,88,1,4,5,2,0.1,0.1
Solyc04g080390,18,53,11,15,14,17,26,32,52,27
Solyc04g080400,1,,,,,,,,,
Solyc04g080420,11,5,5,3,5,6,5,2,0.5,
Solyc04g080430,21,28,9,10,7,11,9,9,11,19
Solyc04g080440,39,20,28,22,31,35,30,30,30,48
Solyc04g080450,44,20,23,18,33,45,50,48,21,4
Solyc04g080460,52,39,18,14,25,24,22,22,15,5
Solyc04g080470,11,7,8,6,9,9,9,9,8,9
Solyc04g080480,0.2,0.1,,,0.1,,0.1,,,
Solyc04g080490,0.1,9,16,0.4,2,0.2,0.1,,,
Solyc04g080500,,2,0.1,0.4,,,,,,
Solyc04g080510,7,0.4,0.8,0.1,0.8,0.4,0.5,0.2,0.2,
Solyc04g080520,27,1,2,1,1,3,4,2,0.8,
Solyc04g080530,0.5,0.4,0.5,3,0.1,0.1,,,,
Solyc04g080540,575,5,61,113,36,74,146,215,721,215
Solyc04g080550,29,11,36,164,5,3,2,3,5,6
Solyc04g080560,54,0.3,3,2,,,,,,
Solyc04g080570,117,31,55,45,92,110,98,76,70,72
Solyc04g080580,132,52,53,44,133,95,169,54,27,27
Solyc04g080590,178,85,125,113,172,109,138,111,112,132
Solyc04g080600,36,10,8,12,7,5,2,0.9,0.4,1
Solyc04g080610,45,9,20,21,49,64,46,39,39,39
Solyc04g080620,0.5,0.3,5,23,0.7,0.2,,0.1,,
Solyc04g080630,24,584,241,206,488,374,276,132,93,84
Solyc04g080640,42,9,6,6,1,2,5,2,6,2
Solyc04g080650,4,0.2,0.2,0.5,1,0.7,0.3,0.2,0.1,0.1
Solyc04g080660,,2,2,0.4,0.1,0.1,,,,
Solyc04g080670,27,16,19,14,25,34,29,32,25,20
Solyc04g080680,14,5,4,7,3,8,8,7,13,27
Solyc04g080700,169,658,57,67,42,109,278,151,313,238
Solyc04g080710,5,7,8,9,2,2,2,0.5,0.7,0.1
Solyc04g080720,25,0.6,3,1,3,3,8,0.3,,
Solyc04g080730,130,62,30,37,58,64,67,58,49,34
Solyc04g080740,76,20,43,43,49,80,65,67,107,87
Solyc04g080750,3,14,6,2,0.5,0.2,0.1,0.2,,
Solyc04g080760,38,,14,0.1,,,,,,
Solyc04g080770,12,39,7,10,13,19,21,21,21,44
Solyc04g080780,0.4,,0.7,,0.1,,0.1,0.1,,
Solyc04g080790,45,9,7,18,5,5,2,2,2,2
Solyc04g080800,3,5,5,4,5,5,5,5,6,4
Solyc04g080810,34,18,21,29,24,46,26,40,57,55
Solyc04g080820,3,1,14,13,2,0.4,0.4,0.2,,0.1
Solyc04g080830,1,7,1,1,4,7,9,4,2,2
Solyc04g080840,3,,,,0.2,8,5,0.2,,
Solyc04g080850,394,315,291,297,530,425,349,333,330,407
Solyc04g080860,,,,,,0.5,0.7,0.4,0.4,
Solyc04g080870,11,273,101,189,59,48,64,52,87,146
Solyc04g080880,35,15,31,54,33,38,20,27,17,25
Solyc04g080890,0.1,,12,3,,,,,0.1,0.1
Solyc04g080900,5,17,8,9,11,11,7,9,7,16
Solyc04g080920,0.1,0.1,0.3,0.7,0.1,,,,,
Solyc04g080930,21,13,13,18,18,18,26,19,16,18
Solyc04g080940,276,21,36,71,41,25,21,13,1,0.5
Solyc04g080950,5,4,4,4,4,5,4,5,3,6
Solyc04g080960,1975,1362,500,1599,205,326,537,628,576,626
Solyc04g080970,5,0.6,3,4,1,0.3,0.5,0.1,,0.1
Solyc04g080980,93,21,33,35,57,107,66,107,91,128
Solyc04g080990,4,,,5,,,,,,0.1
Solyc04g081000,0.8,0.2,617,713,5,6,4,4,3,5
Solyc04g081020,21,1,0.4,0.4,2,4,2,5,1,
Solyc04g081030,43,18,15,19,36,39,26,31,20,28
Solyc04g081040,,,33,,,,,,,
Solyc04g081050,39,13,15,15,18,33,29,28,30,26
Solyc04g081060,0.8,0.3,22,41,0.8,1,2,1,0.7,1
Solyc04g081070,19,23,12,15,34,41,37,28,20,47
Solyc04g081080,6,0.1,0.2,0.1,0.6,0.2,0.1,,,
Solyc04g081090,326,119,239,185,435,435,368,319,323,412
Solyc04g081100,16,4,4,6,5,10,11,10,11,12
Solyc04g081110,2,,3,0.6,0.1,0.3,,,,
Solyc04g081120,0.9,,2,1,0.1,0.1,0.2,,,
Solyc04g081130,5,0.3,0.2,0.1,0.3,0.7,,,0.1,
Solyc04g081140,1,0.3,2,0.5,0.1,,,,,
Solyc04g081150,42,15,42,36,59,41,32,31,23,24
Solyc04g081160,30,20,43,22,34,34,20,26,16,3
Solyc04g081170,78,40,30,42,38,50,76,60,66,39
Solyc04g081180,,,0.2,,0.3,,,,,
Solyc04g081190,15,6,8,13,11,14,13,19,20,45
Solyc04g081200,50,17,26,27,44,33,24,25,30,32
Solyc04g081210,75,13,15,16,25,53,66,74,50,80
Solyc04g081220,29,15,36,18,70,43,24,28,22,34
Solyc04g081230,31,12,16,22,19,30,29,58,17,19
Solyc04g081240,24,2,7,10,3,2,2,7,12,21
Solyc04g081250,6,,8,2,29,17,10,19,2,
Solyc04g081260,112,16,15,19,35,38,17,29,5,7
Solyc04g081270,0.3,2,8,3,4,2,3,3,1,0.4
Solyc04g081280,31,12,14,22,19,22,32,25,25,29
Solyc04g081290,16,28,11,70,26,28,14,22,5,5
Solyc04g081300,26,20,35,22,114,224,170,308,18,5
Solyc04g081310,20,13,11,9,19,16,8,14,11,15
Solyc04g081320,5,190,37,52,68,77,49,30,41,30
Solyc04g081330,10,190,66,88,42,53,51,69,54,63
Solyc04g081340,57,20,21,29,22,39,54,35,49,40
Solyc04g081350,5,0.7,9,16,7,6,2,4,2,3
Solyc04g081360,21,8,9,10,23,17,11,9,6,11
Solyc04g081370,28,31,21,23,19,31,31,9,28,5
Solyc04g081380,1,,2,,,,,,,
Solyc04g081390,5,0.7,1,,3,2,0.6,0.1,,
Solyc04g081400,25,9,18,14,41,62,33,44,27,10
Solyc04g081410,66,64,91,61,104,90,49,65,64,46
Solyc04g081420,14,8,16,6,4,9,9,21,27,82
Solyc04g081430,26,14,18,21,13,16,21,19,25,28
Solyc04g081440,370,48,30,44,94,186,337,231,144,79
Solyc04g081450,5,2,3,2,3,3,4,3,2,3
Solyc04g081460,8,29,6,7,3,2,4,2,6,3
Solyc04g081470,19,11,17,13,29,28,20,15,11,12
Solyc04g081480,4,6,4,8,4,6,8,4,5,2
Solyc04g081490,837,596,395,443,874,864,776,762,237,29
Solyc04g081500,23,9,14,15,18,28,24,24,21,24
Solyc04g081510,54,8,10,24,8,10,9,15,9,11
Solyc04g081520,,0.6,6,,,,,,,
Solyc04g081530,7,15,106,30,27,25,10,19,1,0.9
Solyc04g081540,7,12,25,9,21,22,19,13,10,16
Solyc04g081550,161,126,39,29,22,21,34,69,12,5
Solyc04g081560,11,0.8,0.2,0.2,11,8,5,,0.1,
Solyc04g081570,297,78,126,67,312,413,275,273,206,206
Solyc04g081580,36,13,12,16,32,26,21,27,16,47
Solyc04g081590,47,7,5,11,2,4,4,5,8,2
Solyc04g081620,1,,,,,,,,,
Solyc04g081630,0.5,,,,,0.1,0.2,,,
Solyc04g081640,,,0.1,,,,,,,
Solyc04g081650,12,7,8,13,5,6,11,11,10,19
Solyc04g081660,17,12,11,13,7,7,14,11,17,23
Solyc04g081670,8,5,4,4,1,5,7,4,6,11
Solyc04g081680,6,5,2,2,2,5,7,4,5,7
Solyc04g081690,7,2,5,7,2,3,2,6,7,6
Solyc04g081700,16,20,37,34,13,13,10,6,7,6
Solyc04g081710,,,0.5,,,,,,,
Solyc04g081730,105,71,72,83,96,68,38,108,63,89
Solyc04g081740,46,23,38,35,49,44,40,53,51,93
Solyc04g081750,108,37,35,56,51,65,74,89,113,120
Solyc04g081760,1,9,2,1,0.3,29,23,3,5,0.4
Solyc04g081770,1,26,4,3,0.2,6,14,5,2,0.1
Solyc04g081780,,,105,0.1,,,,,,
Solyc04g081790,0.2,12,10,0.4,4,5,3,0.2,0.1,
Solyc04g081800,,0.4,13,0.3,3,1,1,,,
Solyc04g081810,54,2,51,23,0.6,0.8,0.6,0.1,,
Solyc04g081820,53,17,24,29,44,39,31,37,34,48
Solyc04g081840,0.4,0.2,0.5,0.7,0.3,0.2,,0.3,0.1,0.1
Solyc04g081850,16,6,11,9,24,27,34,29,11,7
Solyc04g081860,25,,,,,,,,,
Solyc04g081870,40,51,369,664,11,25,12,3,0.4,0.5
Solyc04g081880,518,334,350,373,346,207,285,258,267,313
Solyc04g081890,62,18,17,4,13,14,8,23,6,1022
Solyc04g081900,10,13,46,50,56,71,63,57,86,240
Solyc04g081910,21,7,23,5,105,113,97,20,6,11
Solyc04g081920,7,9,8,8,12,11,10,8,6,6
Solyc04g081930,15,6,9,6,21,24,24,27,33,43
Solyc04g081940,17,8,14,13,12,15,13,17,11,8
Solyc04g081950,5,3,2,4,4,5,4,5,3,5
Solyc04g081960,9,5,3,3,8,3,3,11,4,2
Solyc04g081970,2,699,108,247,119,115,60,96,74,77
Solyc04g081980,5,1,2,2,4,7,5,4,3,3
Solyc04g081990,17,7,7,2,4,2,2,3,3,2
Solyc04g082000,3,2,6,8,1,2,0.8,0.3,0.3,0.3
Solyc04g082010,2,4576,846,684,1013,680,429,120,104,249
Solyc04g082020,30,47,18,40,13,29,33,35,59,101
Solyc04g082030,55,15,92,52,46,37,11,15,3,2
Solyc04g082040,9,7,6,6,12,12,8,8,3,2
Solyc04g082050,76,22,57,33,74,258,511,259,237,47
Solyc04g082060,38,9,6,11,10,26,52,36,16,11
Solyc04g082070,29,9,8,15,20,31,18,16,10,11
Solyc04g082080,,,0.1,,,,,,,
Solyc04g082090,28,9,19,16,18,26,21,30,29,31
Solyc04g082100,0.5,4,3,0.4,1,,0.4,,,
Solyc04g082110,13,5,17,5,6,5,2,2,0.6,0.3
Solyc04g082120,47,5,3,18,4,4,1,0.8,1,3
Solyc04g082130,18,7,12,11,18,18,15,15,14,10
Solyc04g082140,161,52,162,43,188,129,17,64,4,13
Solyc04g082150,0.9,0.7,0.4,2,,,,,0.5,0.4
Solyc04g082160,76,30,30,55,42,59,81,84,97,89
Solyc04g082170,3,0.3,63,67,3,2,2,,,
Solyc04g082180,0.6,,61,69,0.7,0.7,0.1,,,
Solyc04g082190,0.2,,,,,,,,,
Solyc04g082200,1401,414,96,194,265,641,766,582,1213,1454
Solyc04g082210,16,11,24,18,17,20,50,22,18,11
Solyc04g082220,35,1,1,0.2,0.9,2,0.6,0.3,,
Solyc04g082230,,,,,,,,,,0.2
Solyc04g082240,0.3,0.3,0.1,0.1,0.3,,,,,
Solyc04g082250,14,317,111,440,90,104,58,69,102,145
Solyc04g082260,87,37,43,49,63,75,65,68,86,85
Solyc04g082270,16,4,0.7,0.4,1,3,1,3,4,2
Solyc04g082280,4,0.5,3,1,2,3,2,1,0.6,0.2
Solyc04g082290,8,12,36,17,140,135,104,14,6,12
Solyc04g082300,30,14,13,11,36,34,44,31,17,17
Solyc04g082310,15,29,24,19,40,43,29,26,20,36
Solyc04g082320,8,3,5,5,8,9,7,4,3,6
Solyc04g082330,24,10,10,14,24,24,23,25,15,25
Solyc04g082340,18,12,22,12,23,21,9,13,9,10
Solyc04g082350,0.1,,,,,,0.1,,,
Solyc04g082360,41,14,22,28,30,42,45,34,37,31
Solyc04g082380,17,3,5,3,11,5,1,5,2,0.5
Solyc04g082390,31,12,38,22,46,32,21,23,22,28
Solyc04g082400,39,19,16,20,25,41,41,34,52,130
Solyc04g082410,31,29,19,39,11,30,77,68,79,105
Solyc04g082420,25,20,11,20,8,22,69,44,63,82
Solyc04g082430,13,2,4,1,9,2,2,0.7,0.7,1
Solyc04g082440,0.2,0.9,4,12,0.2,0.2,0.5,0.2,0.1,
Solyc04g082450,15,8,7,8,22,22,29,18,21,20
Solyc04g082460,6,1,35,77,30,39,38,22,55,129
Solyc04g082470,24,8,13,22,26,27,49,34,37,28
Solyc04g082480,66,6,3,11,2,8,3,14,7,2
Solyc04g082490,31,13,23,17,8,9,9,10,5,5
Solyc04g082500,27,4,2,2,4,2,1,4,0.6,1
Solyc04g082510,11,10,12,7,6,7,6,11,15,47
Solyc04g082520,0.4,,,0.1,0.1,,,0.1,,
Solyc04g082530,4,1,3,3,5,4,2,5,1,3
Solyc04g082540,0.1,,0.5,,,,,0.1,,
Solyc04g082550,,,,,0.1,,,,,
Solyc04g082560,43,11,12,18,20,34,31,44,33,30
Solyc04g082570,39,10,6,11,8,13,9,14,13,19
Solyc04g082580,33,10,16,14,10,12,12,11,9,4
Solyc04g082590,27,4,31,7,22,19,15,10,6,0.8
Solyc04g082600,71,20,24,24,26,32,31,31,23,24
Solyc04g082610,14,5,4,6,5,7,11,9,5,3
Solyc04g082620,25,8,7,12,9,14,14,12,10,11
Solyc04g082630,0.5,597,351,374,548,330,136,75,28,3
Solyc04g082640,51,43,64,37,116,160,100,101,82,74
Solyc04g082650,20,3,8,6,8,7,6,4,2,4
Solyc04g082660,3,43,10,9,8,5,4,0.9,0.5,0.3
Solyc04g082670,65,20,42,27,58,84,56,84,56,66
Solyc04g082680,31,47,66,39,65,60,56,40,36,42
Solyc04g082690,37,4,157,31,5,7,6,8,9,3
Solyc04g082700,88,31,27,46,21,34,27,27,34,31
Solyc04g082710,150,61,59,12,18,10,5,0.2,0.2,0.6
Solyc04g082720,25,10,21,19,40,43,30,40,50,101
Solyc04g082730,2,1,,,0.8,0.5,1,0.7,0.4,0.2
Solyc04g082740,4,25,7,7,5,5,9,8,3,0.9
Solyc04g082750,5,4,8,4,28,25,12,1,0.4,
Solyc04g082760,31,13,20,25,20,20,19,19,22,31
Solyc04g082770,45,21,28,36,29,41,53,69,97,97
Solyc04g082780,65,94,100,88,175,159,170,143,172,184
Solyc04g082790,38,12,14,19,20,32,23,40,35,39
Solyc04g082800,15,11,14,13,17,16,9,27,23,32
Solyc04g082810,8,0.4,0.9,2,2,1,0.8,11,8,3
Solyc04g082820,42,17,32,28,34,32,25,26,25,49
Solyc04g082830,11,3,22,17,13,31,27,33,49,51
Solyc04g082840,36,5,19,8,49,8,4,2,,
Solyc04g082860,4,0.1,,,0.1,0.1,0.3,0.2,0.3,0.8
Solyc04g082870,2,0.2,0.2,0.2,1,0.9,2,2,1,1
Solyc04g082880,71,6,23,13,85,113,68,114,200,107
Solyc04g082890,171,36,63,95,101,139,179,206,168,198
Solyc04g082900,9,3,6,3,11,3,3,1,2,0.8
Solyc04g082910,35,86,158,110,110,77,125,27,19,5
Solyc04g082920,0.6,7,4,8,4,7,7,12,9,14
Solyc04g082930,2,21,13,27,13,37,26,55,40,59
Solyc04g082940,9,0.6,0.6,1,0.3,0.5,0.9,3,4,2
Solyc04g082950,8,5,9,10,17,16,8,6,5,2
Solyc04g082960,68,31,2,23,67,36,12,141,67,52
Solyc04g082970,12,6,7,4,26,26,13,2,0.1,0.1
Solyc04g082980,16,5,6,6,11,18,17,15,13,18
Solyc04g082990,20,8,9,8,11,14,13,15,12,18
Solyc04g083000,0.5,0.4,0.4,0.4,,,,,,0.4
Solyc04g083010,11,45,31,70,20,31,28,28,33,61
Solyc04g083140,5,0.2,,0.1,0.8,0.6,,18,0.2,0.6
Solyc04g083150,20,4,13,22,13,17,16,14,12,8
Solyc04g083160,9,1,3,4,2,1,1,0.8,0.3,0.5
Solyc05g005000,25,20,13,36,9,19,45,29,20,13
Solyc05g005010,21,9,5,4,4,3,3,1,0.1,0.3
Solyc05g005020,76,93,45,60,58,75,81,98,106,146
Solyc05g005030,0.4,,346,424,0.7,,2,0.7,0.2,
Solyc05g005040,4,,0.5,0.1,0.1,,,,,
Solyc05g005050,14,0.1,0.5,0.3,0.5,0.4,0.3,0.9,0.2,
Solyc05g005060,24,0.7,1,0.9,1,1,0.8,2,0.5,0.1
Solyc05g005070,42,9,6,8,6,7,3,11,1,2
Solyc05g005080,472,83,87,56,407,677,791,1044,56,16
Solyc05g005090,0.9,,2,2,1,0.8,0.3,,,
Solyc05g005100,14,10,17,7,34,28,14,17,11,12
Solyc05g005110,13,4,4,5,3,6,7,6,8,8
Solyc05g005120,2,1,1,0.4,0.9,1,2,2,2,2
Solyc05g005130,10,4,2,3,3,6,8,8,7,10
Solyc05g005140,8,5,7,6,16,17,14,7,0.3,
Solyc05g005150,102,43,33,30,29,17,13,17,12,4
Solyc05g005160,210,32,116,230,158,137,55,102,45,4
Solyc05g005170,81,2,63,19,94,132,18,3,0.5,100
Solyc05g005180,3,86,28,23,33,33,38,12,4,1
Solyc05g005190,439,268,328,258,820,727,502,452,261,180
Solyc05g005200,100,13,14,27,21,35,37,53,95,114
Solyc05g005210,25,22,12,26,10,8,5,10,18,22
Solyc05g005220,,,35,52,0.2,,0.1,,,
Solyc05g005230,,45,0.2,,,,,,,
Solyc05g005240,,,3,3,,,,,,0.5
Solyc05g005250,48,14,30,39,19,24,19,30,71,41
Solyc05g005260,81,141,20,19,76,31,20,71,18,22
Solyc05g005280,0.9,13,11,30,2,2,0.2,0.9,3,1
Solyc05g005290,19,2,5,8,3,5,5,9,4,14
Solyc05g005300,0.4,,0.2,,0.3,0.3,0.4,0.6,0.3,0.2
Solyc05g005310,13,7,9,6,16,17,15,17,9,18
Solyc05g005320,97,11,30,23,48,47,33,17,4,5
Solyc05g005330,0.1,5,3,8,2,4,6,10,6,1
Solyc05g005340,0.2,0.3,0.2,,,0.4,0.2,2,1,0.9
Solyc05g005350,,0.1,,0.1,,,,0.1,,
Solyc05g005360,,,,,,,0.1,,0.1,
Solyc05g005390,,,,,,,0.1,,,
Solyc05g005430,,,0.1,,,,,,,
