id,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc05g005440,0.1,,1,0.3,,0.1,,,,
Solyc05g005450,0.3,0.1,0.7,0.5,0.1,,0.1,,,
Solyc05g005460,19,10,33,54,9,17,20,23,10,25
Solyc05g005470,12,,,,,,,,,
Solyc05g005480,1,214,83,111,102,117,54,60,79,119
Solyc05g005490,135,153,117,876,7,22,34,105,373,489
Solyc05g005510,128,72,189,176,166,116,92,112,128,197
Solyc05g005520,37,4,12,6,0.5,0.2,0.3,0.8,3,0.9
Solyc05g005530,,,3,4,,,,0.1,,
Solyc05g005540,38,4,2,0.1,0.2,0.3,0.2,2,,
Solyc05g005550,0.6,0.1,165,4,0.1,3,6,199,1,
Solyc05g005560,160,38,74,25,178,501,602,2381,98,20
Solyc05g005570,,4,2,0.9,2,4,9,27,1,0.4
Solyc05g005580,6,0.7,2,0.5,3,1,0.4,,,
Solyc05g005590,7,20,13,14,14,14,16,9,7,19
Solyc05g005600,0.6,1,2,0.6,0.2,0.2,0.3,1,1,0.7
Solyc05g005610,0.2,0.7,3,0.7,0.1,0.3,0.3,1,2,0.2
Solyc05g005620,104,57,52,76,71,66,105,78,81,41
Solyc05g005630,5,2,5,7,5,10,10,10,7,9
Solyc05g005640,11,2,2,4,3,9,12,12,11,15
Solyc05g005650,11,3,3,3,3,10,16,13,13,19
Solyc05g005670,6,4,1,0.5,0.7,0.5,0.1,0.2,,
Solyc05g005680,10,2,2,0.7,3,0.7,0.2,,0.1,6
Solyc05g005690,124,57,152,118,333,139,164,127,82,78
Solyc05g005700,31,3,100,112,22,60,94,269,186,11
Solyc05g005710,146,72,342,133,443,308,308,363,258,258
Solyc05g005720,0.1,0.3,5,0.2,0.2,1,5,63,32,59
Solyc05g005730,55,16,21,24,42,50,71,58,41,29
Solyc05g005740,56,16,17,6,10,12,5,2,0.4,0.5
Solyc05g005750,68,9,8,17,9,20,34,26,29,34
Solyc05g005760,20,23,28,8,96,103,42,43,7,4
Solyc05g005770,24,6,16,12,12,15,13,12,9,4
Solyc05g005780,44,12,17,19,26,45,43,48,40,36
Solyc05g005790,6,2,9,3,3,3,3,6,6,8
Solyc05g005800,52,16,31,22,66,71,77,77,78,79
Solyc05g005810,0.5,2,31,12,60,53,35,2,1,0.2
Solyc05g005820,0.4,0.2,394,2,0.1,0.1,0.2,0.1,,
Solyc05g005830,2,0.4,0.1,0.1,0.1,0.2,,0.1,0.1,
Solyc05g005840,64,,,,,,,,,
Solyc05g005850,102,,,,,,,,,
Solyc05g005860,23,26,10,8,11,13,12,15,15,6
Solyc05g005870,66,41,0.5,4,,,,,,
Solyc05g005880,28,298,115,98,153,135,98,41,49,71
Solyc05g005890,2,3,2,2,1,2,2,2,1,2
Solyc05g005900,6,12,5,6,5,9,8,7,5,5
Solyc05g005910,0.1,0.3,0.4,0.2,3,1,2,0.6,1,1
Solyc05g005920,12,17,37,9,19,31,24,23,2,0.4
Solyc05g005930,21,18,11,6,24,29,23,17,3,0.7
Solyc05g005940,6,0.6,5,5,30,76,66,27,4,0.6
Solyc05g005950,13,32,59,18,112,113,82,21,0.6,0.3
Solyc05g005960,4,11,24,8,86,111,71,23,1,0.6
Solyc05g005970,,0.3,4,0.4,3,2,0.4,0.2,0.6,0.2
Solyc05g005980,7,6,14,7,29,19,10,4,1,0.1
Solyc05g005990,12,9,28,14,18,15,10,10,14,12
Solyc05g006000,5,4,6,4,5,4,2,3,2,2
Solyc05g006010,2,1,2,1,1,1,0.5,0.8,0.9,0.8
Solyc05g006020,10,2,7,3,8,4,3,2,0.3,
Solyc05g006030,30,38,10,37,16,24,78,122,223,147
Solyc05g006040,0.7,2,0.5,0.5,0.6,1,3,3,2,4
Solyc05g006050,58,49,15,16,13,13,16,12,4,0.5
Solyc05g006070,6,26,8,9,20,18,8,6,8,23
Solyc05g006080,143,26,61,65,140,136,118,145,139,136
Solyc05g006090,39,14,25,23,25,20,15,16,17,20
Solyc05g006100,8,3,6,6,11,10,11,13,11,16
Solyc05g006110,9,39,21,19,16,12,9,3,2,0.5
Solyc05g006120,6,7,4,3,2,1,1,1,0.8,2
Solyc05g006130,5,15,6,7,13,12,10,10,4,14
Solyc05g006140,,0.2,0.5,0.2,,,,,,0.1
Solyc05g006160,25,15,22,16,4,3,2,2,0.3,0.3
Solyc05g006170,12,18,19,14,37,38,34,38,43,70
Solyc05g006190,21,,,,,,,,,
Solyc05g006200,13,6,10,9,11,12,14,13,8,12
Solyc05g006210,3,0.3,0.4,0.2,1,1,4,0.9,,
Solyc05g006220,0.5,4,59,7,11,19,11,4,0.1,
Solyc05g006230,0.1,,23,36,,,0.4,0.1,,
Solyc05g006240,46,48,36,29,31,33,49,45,35,25
Solyc05g006260,,,0.6,,,,,,,
Solyc05g006310,14,,0.4,0.5,,0.4,,0.2,,0.2
Solyc05g006320,38,20,30,33,41,42,62,30,22,18
Solyc05g006330,39,3,11,16,31,19,27,30,7,9
Solyc05g006340,16,21,4,7,18,19,25,20,18,15
Solyc05g006360,0.1,0.1,,,,,,0.1,,
Solyc05g006370,,,,0.3,,,,,,
Solyc05g006380,0.1,,0.2,,,,,,,
Solyc05g006390,89,106,25,532,20,13,5,32,21,227
Solyc05g006400,36,38,46,53,64,74,86,99,108,196
Solyc05g006410,4,1,3,2,5,5,9,6,5,4
Solyc05g006420,34,15,75,103,102,56,85,49,23,23
Solyc05g006430,21,0.5,0.4,0.7,0.2,0.6,0.8,2,0.9,0.1
Solyc05g006440,0.7,259,63,141,48,44,43,70,58,10
Solyc05g006450,6,0.8,0.9,0.8,4,3,4,2,1,1
Solyc05g006460,1,0.2,0.2,0.3,0.6,2,2,1,0.6,0.6
Solyc05g006470,27,21,26,16,30,24,18,22,22,20
Solyc05g006490,26,50,23,19,35,39,78,31,77,25
Solyc05g006500,4,0.1,0.1,,,,,,,
Solyc05g006510,37,14,17,22,5,1,0.6,4,2,2
Solyc05g006520,246,72,152,141,141,151,119,86,73,69
Solyc05g006530,6,8,2,3,2,2,4,5,3,8
Solyc05g006540,41,15,14,25,14,22,18,26,22,16
Solyc05g006550,28,4,4,4,9,12,15,4,,0.4
Solyc05g006560,22,6,5,8,15,14,8,22,14,20
Solyc05g006570,7,2,3,2,7,4,1,2,0.2,
Solyc05g006580,15,10,17,17,12,12,12,15,14,17
Solyc05g006590,59,18,30,27,43,38,20,35,35,56
Solyc05g006610,5,2,1,0.6,0.3,0.7,0.4,0.1,,
Solyc05g006620,6,6,4,7,4,8,8,13,10,3
Solyc05g006630,8,6,4,6,7,12,12,8,3,0.7
Solyc05g006640,24,6,12,18,7,10,7,10,12,29
Solyc05g006650,19,40,486,918,97,124,160,57,56,27
Solyc05g006660,31,50,32,95,27,19,20,19,20,25
Solyc05g006670,3,0.2,,0.3,0.2,0.2,0.3,,,
Solyc05g006680,14,15,12,13,6,6,6,6,7,10
Solyc05g006690,3,1,0.9,0.6,0.7,0.9,1,0.3,0.2,0.4
Solyc05g006700,33,4,3,2,2,4,7,0.5,0.4,0.2
Solyc05g006710,11,4,2,5,7,10,15,6,6,6
Solyc05g006730,,9,8,7,0.2,,,,0.1,0.1
Solyc05g006740,124,197,86,116,12,21,24,121,43,3
Solyc05g006750,293,4,8,0.3,2,1,0.4,0.3,,
Solyc05g006760,31,9,64,27,11,12,15,15,10,13
Solyc05g006770,9,4,9,6,13,14,9,9,8,4
Solyc05g006780,13,9,12,20,12,13,7,23,29,44
Solyc05g006790,2,,,,,,,,,
Solyc05g006800,3,5,3,3,5,5,4,3,6,11
Solyc05g006810,3,1,2,15,3,3,3,3,3,4
Solyc05g006820,14,20,18,24,20,28,28,31,23,23
Solyc05g006830,17,10,37,35,35,26,19,6,0.6,0.1
Solyc05g006850,78,195,30,100,9,17,30,28,27,8
Solyc05g006860,9,5,2,12,0.2,,0.2,0.4,3,
Solyc05g006870,12,12,118,147,42,33,44,31,10,2
Solyc05g006880,80,14,18,34,50,35,88,81,66,65
Solyc05g006890,0.5,0.1,0.2,0.4,0.3,0.6,0.6,0.4,0.3,0.5
Solyc05g006900,59,10,11,16,27,34,51,64,53,51
Solyc05g006910,16,5,7,6,17,20,16,16,12,21
Solyc05g006920,6,25,19,83,16,23,26,39,36,10
Solyc05g006930,5,7,5,3,2,1,1,1,0.8,0.6
Solyc05g006940,16,10,15,22,22,19,17,18,20,25
Solyc05g006950,53,24,27,23,47,45,34,42,42,43
Solyc05g006960,29,17,25,30,41,24,33,20,12,32
Solyc05g006970,5,10,6,9,8,8,8,4,3,7
Solyc05g006980,10,9,13,81,10,37,61,14,5,7
Solyc05g006990,21,4,1,2,0.5,0.5,0.7,1,1,0.3
Solyc05g007000,,0.2,1,4,0.3,0.3,0.1,0.2,,
Solyc05g007010,,4,2,0.4,3,1,0.3,0.5,0.5,2
Solyc05g007020,79,146,53,69,30,37,79,64,100,59
Solyc05g007030,43,16,18,32,33,44,45,44,33,36
Solyc05g007040,,,,,,0.4,0.3,,,
Solyc05g007050,58,18,21,35,21,23,32,19,12,9
Solyc05g007060,16,62,38,90,40,77,84,119,312,212
Solyc05g007070,24,53,14,41,26,51,90,188,499,363
Solyc05g007080,0.6,0.1,300,337,0.4,,0.9,0.9,0.2,
Solyc05g007090,0.1,16,5,8,7,6,5,3,1,1
Solyc05g007100,14,9,12,13,23,29,12,15,12,24
Solyc05g007110,11,,,0.1,,0.1,,0.1,,
Solyc05g007120,92,48,31,30,92,126,76,108,7,1
Solyc05g007130,18,9,13,10,39,28,27,14,5,4
Solyc05g007140,40,30,12,13,26,16,9,44,18,26
Solyc05g007150,38,16,41,13,19,12,4,7,8,5
Solyc05g007160,41,11,10,21,4,7,14,44,8,15
Solyc05g007170,15,,,,,0.1,0.2,0.4,,
Solyc05g007180,30,22,81,123,154,151,122,24,0.8,0.7
Solyc05g007190,24,9,13,12,15,17,12,24,10,10
Solyc05g007200,36,18,26,28,34,25,25,35,32,19
Solyc05g007210,6,2,0.7,0.6,,,,,,
Solyc05g007220,18,6,13,74,3,10,19,23,53,69
Solyc05g007230,9,,6,0.4,0.9,2,0.6,0.1,,
Solyc05g007240,45,62,69,120,46,65,67,97,113,70
Solyc05g007250,398,158,284,204,703,474,284,243,238,247
Solyc05g007260,111,30,89,76,104,72,80,84,76,92
Solyc05g007270,6,7,12,33,12,17,9,16,7,10
Solyc05g007280,10,0.4,4,7,5,8,3,8,4,12
Solyc05g007290,11,0.8,3,6,4,7,4,8,6,15
Solyc05g007300,4,0.6,1,0.3,0.7,2,0.3,1,,
Solyc05g007310,,0.1,,,,,,,,
Solyc05g007330,,0.2,,,0.5,,,,,
Solyc05g007350,0.1,,,,,0.2,0.1,0.1,0.1,
Solyc05g007370,,,,,,,,,,0.1
Solyc05g007390,,,0.8,,,,,,,
Solyc05g007400,,,0.1,,,,,,,
Solyc05g007410,0.7,2,0.2,,,,,,,
Solyc05g007420,4,12,4,3,0.1,0.1,0.1,0.1,,
Solyc05g007430,5,3,4,2,7,8,3,4,1,1
Solyc05g007440,43,19,27,32,42,49,69,89,64,70
Solyc05g007450,13,3,6,2,22,18,3,3,0.6,0.1
Solyc05g007460,54,13,25,50,8,11,16,23,14,8
Solyc05g007470,629,28,7,18,0.8,1,2,19,6,2
Solyc05g007480,0.4,11,4,9,5,17,17,13,14,4
Solyc05g007490,79,12,54,20,90,79,30,27,5,14
Solyc05g007500,6,29,18,18,20,20,13,11,8,11
Solyc05g007510,26,9,13,14,12,40,49,48,28,29
Solyc05g007520,,,0.8,,,,,,,
Solyc05g007540,,0.5,0.3,,,,,,,
Solyc05g007550,4,,0.1,,,,,,,
Solyc05g007560,281,118,267,204,612,362,265,215,144,115
Solyc05g007570,9,8,9,52,2,3,3,4,3,2
Solyc05g007580,4,4,4,11,3,7,4,1,0.2,0.3
Solyc05g007590,31,9,14,16,25,27,53,14,14,8
Solyc05g007600,6,,0.3,0.4,1,12,7,,,
Solyc05g007610,16,,,,,,,,,
Solyc05g007620,0.8,,,,,,,,,
Solyc05g007630,25,,,0.1,0.1,0.1,0.1,,,
Solyc05g007640,53,,0.1,0.1,0.4,0.6,0.4,,,
Solyc05g007650,0.9,0.5,2,1,2,,,,,
Solyc05g007660,64,39,49,85,66,62,36,36,35,46
Solyc05g007670,41,19,92,77,27,37,50,58,47,38
Solyc05g007680,5,13,13,14,8,11,6,8,3,2
Solyc05g007690,,0.1,0.6,0.4,0.1,0.1,0.2,,,
Solyc05g007710,,0.2,0.6,0.3,0.1,,0.1,,,
Solyc05g007720,0.3,0.1,,0.3,,0.1,,0.1,,
Solyc05g007730,7,6,9,6,12,8,8,11,9,8
Solyc05g007740,10,3,3,4,5,7,8,7,9,13
Solyc05g007750,6,2,2,2,6,10,6,6,3,4
Solyc05g007760,3,0.1,1,0.3,2,1,0.4,,0.1,
Solyc05g007770,10,23,10,69,3,10,8,8,30,29
Solyc05g007780,0.1,189,24,23,9,10,5,2,1,0.1
Solyc05g007790,15,,0.3,,,,0.2,,,
Solyc05g007800,15,12,37,36,13,32,28,37,58,72
Solyc05g007810,39,18,34,52,37,38,56,46,56,68
Solyc05g007820,38,17,17,25,21,24,24,21,17,20
Solyc05g007830,18,45,62,46,162,107,25,7,0.1,0.1
Solyc05g007840,4,10,6,7,8,10,6,5,6,11
Solyc05g007850,7,2,1,0.8,2,2,2,0.7,0.7,2
Solyc05g007870,,0.5,5,0.1,0.2,0.5,,,,
Solyc05g007880,4,1,12,31,1,5,4,11,4,5
Solyc05g007890,4,5,3,2,2,1,0.9,1,0.7,0.4
Solyc05g007900,22,12,12,18,13,35,50,27,33,25
Solyc05g007910,2,13,8,5,8,9,10,7,2,3
Solyc05g007920,,,4,0.3,,,,,,
Solyc05g007930,13,5,8,4,17,14,3,8,0.7,4
Solyc05g007940,34,10,19,25,2,1,1,0.4,0.1,1
Solyc05g007950,1,0.8,4,2,2,1,0.8,0.3,,0.1
Solyc05g007960,19,11,28,21,12,13,22,18,17,18
Solyc05g007970,40,28,24,38,28,40,36,36,29,35
Solyc05g007980,34,15,28,79,5,0.5,,,,
Solyc05g007990,10,5,8,14,6,6,8,9,8,9
Solyc05g008000,74,14,39,9,10,6,5,3,6,2
Solyc05g008010,491,175,326,250,489,432,744,588,522,266
Solyc05g008020,2,0.2,22,2,3,0.6,0.1,,,
Solyc05g008030,4,4,2,2,3,6,4,4,1,3
Solyc05g008040,5,4,3,3,4,7,5,6,2,3
Solyc05g008050,0.6,,2,0.1,1,0.3,,,,
Solyc05g008060,23,79,42,69,38,88,24,14,3,3
Solyc05g008070,3,2,0.4,4,0.7,0.8,0.4,0.2,0.3,0.1
Solyc05g008080,2,2,33,14,0.6,0.9,0.3,0.1,0.3,0.1
Solyc05g008090,31,22,23,54,22,25,27,20,2,2
Solyc05g008100,217,42,33,127,54,128,136,123,91,102
Solyc05g008110,177,65,190,353,80,212,159,235,632,313
Solyc05g008120,2,14,2,2,9,8,12,2,2,2
Solyc05g008130,27,21,8,35,16,14,43,38,77,47
Solyc05g008140,65,7,62,23,76,71,33,14,4,2
Solyc05g008150,33,,,,,,,,,
Solyc05g008160,16,3,38,16,,3,,1,2,0.8
Solyc05g008170,1,,,,,,,,,
Solyc05g008180,38,55,63,46,29,27,22,24,24,25
Solyc05g008190,16,7,11,11,31,34,31,26,13,29
Solyc05g008200,91,12,19,29,22,48,54,52,58,75
Solyc05g008210,41,2,3,6,3,5,2,4,0.1,0.2
Solyc05g008220,13,0.7,6,24,3,11,2,6,0.1,0.3
Solyc05g008230,25,14,16,40,23,44,48,63,40,21
Solyc05g008240,,10,7,15,,,,0.9,,
Solyc05g008250,,0.3,0.2,,,,,,,
Solyc05g008260,43,8,16,15,19,29,18,32,24,26
Solyc05g008270,1,22,8,7,15,10,9,7,6,8
Solyc05g008280,0.3,,0.8,,3,5,0.7,0.5,0.2,
Solyc05g008290,24,68,5,25,4,8,11,48,34,38
Solyc05g008300,7,29,41,19,42,13,5,2,0.2,2
Solyc05g008310,5,2,1,1,0.9,2,2,5,5,6
Solyc05g008320,0.2,,0.2,,0.3,0.7,0.3,0.2,,
Solyc05g008330,3,2,1,1,4,4,5,4,2,3
Solyc05g008340,12,3,7,6,11,10,7,8,6,5
Solyc05g008350,11,48,31,23,34,33,34,28,17,15
Solyc05g008360,32,0.1,0.9,0.4,,,,3,3,4
Solyc05g008370,17,49,108,55,108,46,17,34,42,20
Solyc05g008380,68,6,20,32,16,22,26,37,20,134
Solyc05g008390,11,4,11,14,3,7,41,63,89,61
Solyc05g008400,21,42,23,71,9,12,23,10,6,10
Solyc05g008410,0.3,0.2,0.8,0.3,2,0.4,0.6,0.4,0.3,
Solyc05g008420,22,12,10,10,11,15,23,16,9,6
Solyc05g008430,39,10,14,23,19,31,27,62,63,91
Solyc05g008440,83,33,61,91,67,95,232,108,79,31
Solyc05g008450,98,211,97,128,140,173,178,208,458,427
Solyc05g008460,606,113,193,204,411,659,452,367,405,400
Solyc05g008470,,,0.1,,,0.1,,,,
Solyc05g008480,16,3,7,7,20,18,9,7,1,1
Solyc05g008490,,,0.1,0.2,,,,,,
Solyc05g008500,0.1,,0.2,0.2,0.2,0.1,0.1,,0.1,0.1
Solyc05g008510,6,4,7,21,2,2,3,8,14,21
Solyc05g008520,14,7,11,8,23,29,18,25,20,38
Solyc05g008530,28,148,40,116,43,50,43,62,70,77
Solyc05g008540,5,2,3,3,10,7,2,4,2,2
Solyc05g008550,10,,,,,,,,,
Solyc05g008560,5,2,3,4,4,6,7,6,4,6
Solyc05g008580,18,9,6,18,13,16,21,10,15,20
Solyc05g008590,33,6,10,12,15,20,15,33,34,37
Solyc05g008600,610,55,287,288,434,528,457,485,435,351
Solyc05g008610,29,19,22,29,30,32,33,34,34,34
Solyc05g008620,5,1,8,3,17,9,5,2,0.4,0.1
Solyc05g008630,62,17,22,37,24,39,42,34,33,46
Solyc05g008640,11,0.2,3,12,1,1,0.7,1,5,20
Solyc05g008650,0.1,,,,,,,,,
Solyc05g008670,13,,,,0.1,0.2,,,,
Solyc05g008680,0.1,0.1,12,0.2,,,,,,
Solyc05g008690,,,,,,,,0.1,,
Solyc05g008700,0.3,,3,,,,,0.2,,
Solyc05g008710,,,5,,,,,,,
Solyc05g008730,0.2,,2,,,0.2,0.2,0.4,0.3,
Solyc05g008750,22,14,16,16,27,20,16,16,28,31
Solyc05g008760,54,32,14,18,26,50,13,21,7,3
Solyc05g008770,17,8,3,4,7,12,3,5,1,0.8
Solyc05g008780,35,11,14,9,36,58,23,57,21,22
Solyc05g008790,9,7,13,9,7,11,10,13,18,21
Solyc05g008800,12,11,9,8,18,21,17,17,22,13
Solyc05g008810,84,71,35,33,53,43,61,64,32,21
Solyc05g008820,34,1,0.9,2,1,1,1,7,3,2
Solyc05g008830,103,18,20,29,42,101,136,124,110,77
Solyc05g008840,0.8,0.5,1,0.5,7,1,,,,
Solyc05g008850,,0.1,0.1,0.3,,,,,,
Solyc05g008860,16,8,12,11,15,14,13,6,3,0.9
Solyc05g008870,12,13,15,18,20,19,19,17,18,30
Solyc05g008880,5,,0.2,0.6,0.3,0.5,,,,
Solyc05g008890,8,3,3,1,1,0.7,0.4,0.2,,0.1
Solyc05g008900,59,16,21,19,36,44,35,52,30,9
Solyc05g008910,0.2,0.2,2,1,,,,,,
Solyc05g008920,21,16,32,83,11,19,23,40,78,110
Solyc05g008930,12,9,5,7,5,6,5,8,10,10
Solyc05g008940,0.9,4,1,3,0.2,0.4,0.1,2,2,0.9
Solyc05g008950,0.2,13,0.3,0.6,0.1,0.1,0.1,,0.1,
Solyc05g008960,5,1,0.3,0.6,0.1,0.5,0.4,0.3,,
Solyc05g008970,0.1,0.3,,,,,0.1,0.1,,
Solyc05g008980,2,1,0.4,0.6,0.2,0.3,0.4,0.3,,
Solyc05g008990,13,1,0.3,0.6,0.2,0.1,,0.2,,
Solyc05g009000,2,2,0.4,0.7,0.8,2,0.9,6,1,3
Solyc05g009010,7,8,3,4,4,4,3,19,5,9
Solyc05g009020,13,5,7,6,9,9,9,6,6,7
Solyc05g009030,52,40,38,41,87,103,62,38,51,79
Solyc05g009040,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.7,0.3,0.1
Solyc05g009050,2,3,2,2,5,6,4,4,2,1
Solyc05g009060,0.1,,0.1,0.2,0.2,0.2,,,,
Solyc05g009070,14,21,22,29,20,20,9,39,31,31
Solyc05g009080,,17,10,8,7,11,11,5,2,5
Solyc05g009090,,0.5,0.5,0.8,,,,0.1,,
Solyc05g009100,9,3,7,5,6,2,0.6,0.7,0.1,
Solyc05g009110,0.3,0.1,0.2,0.1,0.1,,,0.1,,
Solyc05g009120,5,1,4,8,0.9,0.7,0.1,18,13,41
Solyc05g009130,10,2,3,4,3,4,3,4,5,7
Solyc05g009140,23,6,9,14,12,16,10,12,20,23
Solyc05g009150,15,14,11,18,12,21,25,26,15,20
Solyc05g009160,33,17,25,22,25,19,14,23,24,27
Solyc05g009170,77,4,8,14,25,12,7,4,7,9
Solyc05g009180,43,0.5,2,1,0.9,1,0.4,1,,0.1
Solyc05g009190,43,18,29,33,37,42,42,39,26,31
Solyc05g009210,7,3,3,2,8,12,8,2,0.9,0.3
Solyc05g009220,60,25,31,46,45,53,51,52,51,53
Solyc05g009230,0.1,3,14,20,0.5,1,2,2,0.6,0.4
Solyc05g009240,,,8,3,,0.3,1,1,0.8,0.2
Solyc05g009250,4,1,3,2,2,2,2,2,1,1
Solyc05g009260,5,5,6,4,6,7,7,6,1,1
Solyc05g009270,0.1,19,23,32,80,61,24,1,2,4
Solyc05g009280,0.8,0.1,,,0.1,,,,,
Solyc05g009290,56,54,55,60,66,76,92,84,85,93
Solyc05g009300,1,109,49,26,97,134,188,115,66,18
Solyc05g009310,0.2,47,0.8,0.1,0.9,2,10,6,0.4,
Solyc05g009320,39,0.1,0.2,0.7,1,2,4,0.9,0.2,0.1
Solyc05g009330,34,29,43,20,78,58,33,43,15,0.9
Solyc05g009340,13,3,2,2,2,1,3,0.5,5,13
Solyc05g009350,10,2,3,6,8,14,31,22,13,15
Solyc05g009360,89,23,81,146,31,39,49,63,160,108
Solyc05g009370,9,85,40,27,68,73,43,25,42,67
Solyc05g009380,0.1,0.3,5,7,1,1,1,0.4,0.8,0.5
Solyc05g009390,23,7,44,23,21,24,11,13,14,17
Solyc05g009400,1,0.5,0.5,0.5,1,1,0.9,1,0.8,1
Solyc05g009410,0.8,0.3,1,0.2,0.1,0.5,0.2,0.2,,
Solyc05g009420,35,9,24,35,39,40,37,65,118,74
Solyc05g009430,2,0.5,37,4,2,3,1,1,1,2
Solyc05g009440,,,,0.1,0.1,0.1,0.1,,,
Solyc05g009450,25,17,14,15,18,13,9,20,14,20
Solyc05g009460,23,19,12,12,20,8,7,17,13,14
Solyc05g009470,31,86,36,22,106,99,25,39,17,20
Solyc05g009480,1,2,4,3,10,20,4,0.6,,
Solyc05g009490,2,2,2,2,5,4,1,3,2,6
Solyc05g009500,0.2,5,84,613,42,97,35,10,1,0.3
Solyc05g009520,108,52,41,126,22,16,9,9,8,23
Solyc05g009530,37,23,31,21,77,98,35,25,27,23
Solyc05g009540,29,10,10,18,11,17,22,20,17,17
Solyc05g009550,33,0.7,2,3,1,3,6,189,32,67
Solyc05g009560,4,3,5,2,13,8,4,4,2,2
Solyc05g009570,,111,24,19,39,43,29,14,9,0.4
Solyc05g009580,0.7,,,,,,,,,
Solyc05g009590,63,,2,3,0.1,0.9,0.1,,,
Solyc05g009600,178,99,90,108,148,170,150,148,143,123
Solyc05g009610,6,14,3,8,12,14,5,17,7,9
Solyc05g009620,5,0.1,0.1,0.2,,0.5,,0.2,,
Solyc05g009630,16,6,3,2,11,12,9,10,8,4
Solyc05g009640,5,0.1,,0.1,1,0.4,,0.1,,
Solyc05g009650,20,19,0.3,4,3,3,1,38,20,5
Solyc05g009660,4,6,11,9,15,3,2,0.5,0.2,
Solyc05g009670,24,10,7,10,7,6,11,7,6,3
Solyc05g009680,64,23,35,19,85,79,42,33,6,2
Solyc05g009690,102,57,106,90,66,47,50,56,46,63
Solyc05g009700,51,1,2,3,1,4,6,2,4,0.8
Solyc05g009710,11,7,7,9,11,11,16,11,12,11
Solyc05g009720,13,14,13,14,12,18,27,16,6,2
Solyc05g009730,15,0.2,0.9,36,106,44,52,6,4,4
Solyc05g009740,20,5,3,3,4,7,8,10,10,8
Solyc05g009750,4,,,,0.1,0.3,0.3,0.6,0.1,0.1
Solyc05g009760,17,3,1,3,2,4,5,4,2,1
Solyc05g009770,,,0.2,0.1,,,,,,
Solyc05g009780,5,78,23,23,26,25,41,19,17,18
Solyc05g009790,107,110,10,14,47,46,22,95,49,23
Solyc05g009800,36,21,21,15,17,23,13,23,23,46
Solyc05g009820,35,40,34,23,46,37,28,25,3,4
Solyc05g009840,43,17,18,18,12,11,13,14,5,8
Solyc05g009850,27,8,12,15,16,23,38,27,31,35
Solyc05g009860,14,3,0.4,,2,3,1,1,,
Solyc05g009870,25,16,12,14,10,15,23,16,35,46
Solyc05g009880,59,11,12,10,6,6,3,0.6,0.1,
Solyc05g009890,37,5,4,4,17,23,12,2,0.4,1
Solyc05g009900,,0.2,0.9,0.4,,,,,,
Solyc05g009910,34,41,35,41,38,50,35,39,53,127
Solyc05g009920,2,12,24,16,25,25,20,18,22,22
Solyc05g009930,21,111,37,153,13,24,26,38,27,41
Solyc05g009940,12,12,18,14,19,21,17,13,13,21
Solyc05g009950,19,3,8,6,28,22,25,31,2,0.4
Solyc05g009960,0.4,,,,,,,,,
Solyc05g009970,0.1,,1,0.1,0.1,,,,,
Solyc05g009980,298,102,121,182,153,217,350,339,285,230
Solyc05g009990,0.5,4,2,0.7,0.9,2,4,3,0.1,
Solyc05g010000,2,,0.2,4,0.7,,0.5,0.6,,
Solyc05g010010,41,5,4,9,10,7,2,0.8,,0.1
Solyc05g010020,12,2,0.1,2,1,0.4,0.4,3,0.1,0.8
Solyc05g010030,,2,2,0.6,0.7,0.5,,,,
Solyc05g010040,6,53,3,4,,,,,,
Solyc05g010050,8,6,14,8,7,8,8,4,3,4
Solyc05g010060,2,1,5,7,0.8,0.8,3,0.2,,
Solyc05g010070,9,9,9,9,8,10,8,13,13,15
Solyc05g010080,83,16,18,5,4,4,5,0.2,0.1,
Solyc05g010100,11,3,5,7,6,10,11,12,14,12
Solyc05g010130,0.7,,0.1,,,,,,0.2,
Solyc05g010140,18,5,8,10,9,16,18,16,20,16
Solyc05g010150,7,8,16,11,14,11,5,9,4,10
Solyc05g010160,19,6,8,8,28,29,25,33,15,22
Solyc05g010170,,,0.2,0.1,,,,,,
Solyc05g010180,0.3,34,18,64,8,12,8,18,12,18
Solyc05g010190,,,1,1,,,,,,
Solyc05g010200,,,0.1,,,,0.2,,,
Solyc05g010230,0.3,,,,,,,,,
Solyc05g010240,,20,0.9,0.7,3,2,2,0.7,0.3,
Solyc05g010250,39,70,61,86,57,120,83,79,96,48
Solyc05g010260,107,29,97,69,110,132,64,49,34,40
Solyc05g010270,7,0.1,13,5,21,34,10,3,0.3,0.9
Solyc05g010280,44,27,37,33,26,26,18,22,22,25
Solyc05g010290,28,7,11,11,15,23,15,14,12,24
Solyc05g010300,42,13,20,21,30,36,29,26,29,33
Solyc05g010310,0.3,,514,0.3,,,0.2,,0.1,0.1
Solyc05g010320,6,65,96,32,107,73,59,14,0.4,0.2
Solyc05g010330,1,0.6,0.1,0.1,,,0.1,,0.1,
Solyc05g010340,10,17,2,2,7,8,3,4,0.8,0.8
Solyc05g010350,5,1,4,4,3,6,5,5,3,2
Solyc05g010360,,,0.1,0.1,,,,,,
Solyc05g010380,1,1,0.9,1,3,5,7,4,5,3
Solyc05g010400,54,6,6,6,18,14,16,6,3,1
